Country Name,year,Out-of-pocket expenditure (% of current health expenditure),"Mortality rate, infant (per 1,000 live births)","Hospital beds (per 1,000 people)","Life expectancy at birth, total (years)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate) Normalized","Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %) Normalized",GDP growth (annual %),GDP growth (annual %) Normalized,GDP growth (annual %) Standardized,Current health expenditure (% of GDP),Current health expenditure (% of GDP) Normalized,Adjusted net national income per capita (current US$)
Afghanistan,2010,2.341652877,1.545177039,-1.279960023,-1.108122202,0.077691538,0.316082934,-0.479615459,0.250241482,14.36244147,0.8358192,2.751646097,1.016956262,0.555079875,-0.675804327
Afghanistan,2011,2.039986382,1.448754374,-1.27063135,-1.041269277,0.084293189,0.317363291,1.086343189,0.376762523,0.426354777,0.405642176,-0.773338157,1.013824156,0.554502377,-0.670093743
Afghanistan,2012,2.104666854,1.356524,-1.261302677,-0.981949076,0.099626055,0.320337023,0.213862323,0.306270759,12.75228709,0.786117197,2.344374747,0.745654271,0.505057188,-0.666460938
Afghanistan,2013,1.976552185,1.272678205,-1.265967013,-0.923805863,0.115384834,0.323393359,0.367528887,0.318686191,5.600744659,0.565364463,0.535468487,1.112281813,0.57265601,-0.667241322
Afghanistan,2014,2.029517504,1.193024699,-1.265967013,-0.908740415,0.112190487,0.322773831,-0.073639184,0.283042183,2.724543362,0.476582315,-0.192035906,1.403920571,0.626428392,-0.669234085
Afghanistan,2015,2.309373571,1.125948063,-1.275295686,-0.89532275,0.354321995,0.369734016,-0.941683959,0.212908831,1.451314661,0.437280483,-0.514085504,1.63648058,0.669307829,-0.671738905
Afghanistan,2016,2.18285553,1.058871427,-1.27063135,-0.839180417,0.584527941,0.414381299,-0.120835069,0.279229009,2.260314203,0.462252559,-0.309457712,2.327639007,0.796743686,-0.67769487
Afghanistan,2017,2.157018055,0.995987081,-1.284624359,-0.853304274,0.808345192,0.457789526,-0.024515243,0.287011133,2.647003203,0.474188817,-0.211648861,2.651274427,0.856415616,-0.676531574
Afghanistan,2018,2.195921984,0.937295024,-1.293953032,-0.845653852,0.81090067,0.458285148,-0.732167384,0.229836644,1.189228129,0.429190436,-0.580377493,3.291746663,0.974505948,-0.679397692
Africa Eastern and Southern,2006,-0.751058746,1.657775937,-1.063128685,-1.778214563,-0.048813477,0.291547924,0.613573962,0.338565311,6.577873718,0.595526336,0.782622844,-0.027350437,0.362530506,-0.635629464
Albania,2000,0.913450245,-0.156892602,0.007396836,0.604748606,2.477710973,0.781554601,-0.825895859,0.222263887,6.946216592,0.606896288,0.875791239,-0.042215709,0.359789646,-0.626195051
Albania,2001,0.772324841,-0.203007789,-0.001931837,0.632407827,2.381241691,0.76284487,-0.328471868,0.262453072,8.293312631,0.648478245,1.216524792,-0.049619497,0.358424534,-0.612458445
Albania,2002,0.863084908,-0.257507556,-0.034582192,0.661950229,2.236644247,0.734800925,0.430123001,0.323743459,4.53652416,0.532514265,0.26628528,-0.154993299,0.338995703,-0.601167651
Albania,2003,0.813708695,-0.307815033,-0.043910865,0.69161033,2.043705684,0.697381464,-0.755292642,0.227968248,5.528637465,0.563138669,0.517229742,-0.05544377,0.357350654,-0.564808289
Albania,2004,0.731012542,-0.3623148,-0.048575202,0.719151852,1.89910824,0.669337519,-0.463105812,0.251575373,5.514667911,0.562707459,0.513696293,-0.062608261,0.356029665,-0.520968774
Albania,2005,0.781914431,-0.416814567,-0.053239538,0.74798806,1.826703039,0.655294895,-0.449023254,0.252713168,5.526424247,0.563070352,0.516669933,-0.128811099,0.343823179,-0.496173999
Albania,2006,0.768129033,-0.471314333,-0.029917856,0.770939329,1.754297839,0.641252272,-0.448348699,0.252767668,5.902659036,0.57468391,0.611834503,-0.168255606,0.336550397,-0.467812318
Albania,2007,0.786683871,-0.52162181,-0.039246529,0.857212558,1.826703039,0.655294895,-0.356926599,0.260154082,5.983259519,0.577171874,0.632221534,-0.049520239,0.358442836,-0.422542166
Albania,2008,1.145512696,-0.571929287,-0.043910865,0.869453234,1.207851533,0.535271766,-0.29377376,0.265256492,7.50004143,0.623991669,1.015875316,-0.217782599,0.327418605,-0.366739035
Albania,2009,1.16142907,-0.622236765,-0.081225557,0.884518682,1.338606806,0.560631092,-0.465236523,0.251403223,3.35428935,0.496021219,-0.032748385,-0.089883293,0.351000692,-0.395807101
Albania,2010,1.341794324,-0.664159662,-0.085889893,0.902761998,1.426344873,0.577647448,-0.244125875,0.269267774,3.706938153,0.506906729,0.056450362,0.075776549,0.381545069,-0.39652898
Albania,2011,1.335182529,-0.710274849,-0.132533258,0.921123013,1.297506207,0.552659838,-0.276162614,0.266679378,2.545406145,0.471052734,-0.237346751,0.05411284,0.377550713,-0.373838046
Albania,2012,1.24962423,-0.743813167,-0.132533258,0.917827446,1.275145778,0.548323146,-0.503521334,0.248310016,1.4172428,0.436228758,-0.522703617,0.043819708,0.375652864,-0.39536432
Albania,2013,1.224207058,-0.773159196,-0.127868921,0.924771676,1.805407392,0.651164712,-0.518809248,0.247074834,1.002017541,0.423411647,-0.627730411,0.09440895,0.384980513,-0.373491211
Albania,2014,1.300490443,-0.794120644,-0.137197594,0.958198138,2.271569109,0.741574426,-0.569527559,0.242977068,1.774448853,0.447254941,-0.432352162,0.155587184,0.396260562,-0.36544368
Albania,2015,1.203814474,-0.806697514,-0.151190604,0.986092757,2.08800063,0.705972245,-0.52555206,0.246530052,2.218726375,0.460968832,-0.319976909,0.167531591,0.398462873,-0.418098184
Albania,2016,1.160561006,-0.810889804,-0.15585494,1.0115157,1.710002893,0.63266149,-0.626538176,0.238370916,3.314980684,0.494807845,-0.042691092,0.274522229,0.418189817,-0.400478858
Albania,2017,1.195420852,-0.815082093,-0.15585494,1.033525378,1.326255331,0.558235586,-0.510831038,0.247719431,3.80259872,0.509859565,0.080646681,0.213670439,0.406969958,-0.376068565
Albania,2018,1.155158407,-0.815082093,-0.15585494,1.049650115,1.04685644,0.50404758,-0.504096112,0.248263577,4.019345617,0.516550076,0.135470493,0.249961294,0.413661269,-0.3192813
Albania,2019,1.155030733,-0.815082093,-0.151190604,1.061184599,0.868398917,0.469436643,-0.604468333,0.240154041,2.06256754,0.456148545,-0.359475618,0.328102189,0.428068895,-0.31732199
Albania,2020,1.311810146,-0.810889804,-0.123204585,0.791301223,0.916101167,0.478688254,-0.570337479,0.24291163,-3.313716147,0.29019423,-1.719349144,0.593174787,0.476943006,-0.320988787
Algeria,2003,-0.697774846,0.16172142,-0.650274603,0.120182598,3.47796752,0.975549314,-0.139533878,0.277718246,6.5,0.593122541,0.762925519,-0.98749484,0.185498989,-0.577219433
Algeria,2004,-0.437920423,0.107221653,-0.636281594,0.176089534,2.185321738,0.724847183,-0.189503491,0.273680969,4.5,0.531386843,0.257046884,-1.010476933,0.181261548,-0.547814319
Algeria,2006,-0.278875245,0.002414409,-0.678260622,0.243413254,1.03961592,0.502643317,-0.457984452,0.251989151,2.9,0.481998284,-0.147656023,-1.086711287,0.167205451,-0.50487128
Algeria,2008,-0.435154986,-0.089815966,-0.664267612,0.314856433,0.839436837,0.463819594,-0.04360822,0.285468523,2.5,0.469651144,-0.24883175,-0.745102511,0.230191309,-0.396151371
Algeria,2009,-0.366717046,-0.127546573,-0.664267612,0.394773926,0.590277765,0.415496448,0.099306546,0.297015268,1.2,0.42952294,-0.577652863,-0.27813616,0.31629061,-0.447607771
Algeria,2010,-0.291428297,-0.161084891,-0.678260622,0.416901303,0.547686471,0.407236081,-0.197757912,0.273014057,4.8,0.540647198,0.33292868,-0.375856286,0.298272964,-0.401971358
Algeria,2011,-0.344441519,-0.18623863,-0.692253631,0.453976428,0.547686471,0.407236081,-0.098007037,0.281073391,3.0,0.485085069,-0.122362092,-0.31521764,0.309453523,-0.343467653
Algeria,2012,-0.457803113,-0.207200079,-0.701582304,0.463274635,0.762772507,0.448950933,0.612481868,0.338477075,2.4,0.466564359,-0.274125682,-0.019498215,0.363978299,-0.324877856
Algeria,2013,-0.360807658,-0.223969238,-0.70624664,0.511884244,0.517872565,0.401453825,-0.304613823,0.264380673,2.6,0.472737929,-0.223537819,-0.005276386,0.366600521,-0.33144364
Algeria,2014,-0.408280084,-0.240738397,-0.710910977,0.570145156,0.600286719,0.417437634,-0.359489809,0.259946989,4.1,0.519039703,0.155871157,0.201053908,0.404643721,-0.335445187
Algeria,2015,-0.323594158,-0.253315266,-0.715575313,0.630406947,0.813030235,0.458698166,-0.055670352,0.284493968,3.2,0.491258639,-0.071774228,0.368875562,0.435586694,-0.414255312
Algeria,2016,-0.181740691,-0.265892135,-0.724903986,0.643353817,0.599221937,0.417231125,0.206782551,0.305698751,3.9,0.512866133,0.105283294,0.217930583,0.407755444,-0.42008059
Algeria,2017,-0.139308386,-0.282661294,-0.72023965,0.644648504,0.982117673,0.491491822,0.075563421,0.295096951,1.5,0.438783295,-0.501771068,0.195350826,0.403592186,-0.416437845
Angola,2005,0.415267619,3.037632192,-1.107379574,-2.200484874,1.910607889,0.671567818,2.900183269,0.52331105,15.02999999,0.856425295,2.920497893,-1.28959515,0.129797705,-0.628017225
Angola,2019,-0.072086357,0.928910445,-1.130701257,-0.920157199,1.939782926,0.677226169,1.944799757,0.446121199,-0.702272958,0.370803865,-1.058812486,-1.44169115,0.101754229,-0.599347071
Arab World,2000,0.177254425,0.669242873,-0.762169216,-0.366902793,1.115745103,0.517408189,-0.532447292,0.245972954,6.354123171,0.588619637,0.726027533,-0.855813124,0.209778476,-0.507296678
Arab World,2001,0.078523125,0.610175203,-0.786392989,-0.326970758,1.089848519,0.512385677,-0.545720192,0.244900575,2.103103222,0.457399794,-0.34922255,-0.740135701,0.23110709,-0.513054317
Arab World,2002,0.10975429,0.555866138,-0.77658534,-0.290351768,1.091264147,0.51266023,-0.535830586,0.245699602,1.22934164,0.430428653,-0.570231208,-0.748776425,0.229513913,-0.514897966
Arab World,2003,0.075664226,0.501943031,-0.766986789,-0.298888211,1.079300591,0.510339959,-0.392732171,0.257261185,4.28125391,0.524634621,0.201717398,-0.828554954,0.21480434,-0.502651246
Arab World,2004,0.063266268,0.451505573,-0.764593278,-0.294730433,0.861371786,0.468073766,-0.243111837,0.269349703,9.076592829,0.67265642,1.41464715,-0.939497561,0.194348732,-0.470387126
Arab World,2005,0.037032939,0.403185201,-0.777374088,-0.263008165,0.820425161,0.460132375,-0.265659262,0.267527993,5.569287093,0.564393436,0.527511632,-1.058221704,0.172458363,-0.428742125
Arab World,2006,-0.004714526,0.355694332,-0.730992446,-0.21424501,0.667631663,0.430498846,-0.257313375,0.268202295,6.295488541,0.586809712,0.71119653,-1.061718632,0.171813599,-0.378895369
Arab World,2007,0.019628364,0.301886102,-0.787989827,-0.172007388,0.588323302,0.41511739,-0.062265745,0.283961095,4.609900391,0.534779231,0.284845014,-1.0145669,0.18050744,-0.326926034
Arab World,2008,0.008006378,0.252893094,-0.801147561,-0.131355043,0.530739347,0.403949272,0.999546837,0.369749844,5.565642708,0.564280941,0.526589823,-1.082837375,0.167919723,-0.246087774
Arab World,2009,-0.133569929,0.206964997,-0.824539774,-0.070608363,0.442570007,0.386849273,-0.358843913,0.259999174,0.649051133,0.412516334,-0.717009493,-0.702402564,0.23806433,-0.297443442
Arab World,2010,-0.079844237,0.159405731,-0.836316021,-0.047431379,0.466225074,0.391437054,-0.197757912,0.273014057,4.836465321,0.541772804,0.342152193,-0.855976339,0.209748383,-0.239202943
Arab World,2011,-0.197369286,0.123723143,-0.827031726,-0.020355659,0.703846587,0.437522548,-0.060759679,0.284082777,3.569351213,0.502659716,0.021649215,-0.897423436,0.202106363,-0.225324567
Arab World,2012,-0.163468782,0.101640484,-0.83386139,-0.027684614,0.785120577,0.453285229,-0.083750401,0.282225251,5.002705661,0.546904285,0.384200911,-0.865328388,0.208024051,-0.184698775
Arab World,2013,-0.217038347,0.071803349,-0.848491403,-0.023820781,0.778473383,0.451996039,-0.304613823,0.264380673,2.550328132,0.471204665,-0.236101787,-0.766331918,0.226277029,-0.182106307
Arab World,2014,-0.316561,0.037984801,-0.849272944,0.011904593,0.77712614,0.451734748,-0.382820743,0.258061975,2.522351465,0.470341086,-0.243178186,-0.626701975,0.252022012,-0.176977811
Arab World,2015,-0.196772706,0.012712586,-0.846556032,0.044489513,0.80087331,0.456340392,-0.533287228,0.245905091,3.243988903,0.492616482,-0.060647705,-0.425360163,0.289145434,-0.237582717
Arab World,2016,-0.357789888,-0.011363056,-0.85717784,0.067926575,0.73855727,0.44425451,-0.398588995,0.256787985,3.614306799,0.504047399,0.033020251,-0.312957234,0.309870297,-0.245662979
Arab World,2017,-0.421567856,-0.035598703,-0.869999322,0.124169025,0.793248186,0.454861538,-0.480706194,0.250153356,1.537753314,0.439948659,-0.49222177,-0.353610877,0.302374575,-0.245110492
Arab World,2018,-0.401455927,-0.054393006,-0.860051505,0.143903441,0.696700554,0.436136611,-0.434127781,0.253916642,2.630040035,0.4736652,-0.215939513,-0.480460178,0.278986088,-0.227598774
Arab World,2019,-0.451038577,-0.084372136,-0.887370972,0.167429072,0.602224202,0.417813399,-0.656404675,0.235957864,1.583714664,0.441367387,-0.480596338,-0.441609921,0.286149302,-0.230015587
Arab World,2020,-0.520161708,-0.114372269,-0.872380272,0.062183381,0.838502499,0.463638383,-0.571747059,0.242797744,-4.711784243,0.247038875,-2.072975533,-0.120333794,0.345386225,-0.28332475
Armenia,2000,1.449146904,-0.031123909,1.579278217,0.042148286,0.789392066,0.454113663,-0.962698864,0.21121094,5.900000003,0.574601832,0.611161929,-0.745862089,0.230051258,-0.674781313
Armenia,2001,0.864358787,-0.085623676,0.926271115,0.07839952,0.76745755,0.449859574,-0.322238328,0.262956708,9.599999999,0.688812874,1.547037402,-0.564322531,0.26352354,-0.669315879
Armenia,2002,2.143746986,-0.131738863,0.61842491,0.088521618,0.733597471,0.443292582,-0.661577885,0.235539896,13.2,0.799937131,2.457618945,0.629804342,0.483696767,-0.662863606
Armenia,2003,2.206796917,-0.18204634,0.66973261,0.137719721,0.706339042,0.438005947,-0.06590227,0.283667284,14.0,0.824631411,2.659970399,0.456333209,0.451712143,-0.650695109
Armenia,2004,1.952495526,-0.228161528,0.688389956,0.135954239,0.687598873,0.434371386,0.298466965,0.313106359,10.5,0.716593938,1.774682788,0.004501419,0.368403354,-0.628668565
Armenia,2005,1.498010601,-0.274276715,0.716375975,0.179620498,0.671201225,0.431191145,-0.730088443,0.230004611,13.9,0.821544626,2.634676467,-0.076182829,0.353526785,-0.592194985
Armenia,2006,1.405011952,-0.316199612,0.721040311,0.202571766,0.655229489,0.428093507,-0.363487053,0.259624033,13.2,0.799937131,2.457618945,-0.080217042,0.352782956,-0.548778196
Armenia,2007,1.250539619,-0.35812251,0.557788536,0.242589362,0.64010958,0.425161077,-0.117017,0.279537488,13.7,0.815371056,2.584088604,-0.221414476,0.32674896,-0.467874518
Armenia,2008,1.944614285,-0.395853118,0.450508798,0.250945978,2.068195678,0.702131175,0.6219994,0.339246041,6.9,0.605469681,0.864101246,0.238485739,0.411545405,-0.393160374
Armenia,2010,2.269321433,-0.467122044,0.445844461,0.340632473,2.584189209,0.802205518,0.496146782,0.329077826,2.2,0.460390789,-0.324713546,1.287380965,0.604940808,-0.466369331
Armenia,2011,2.311354721,-0.500660362,0.469166143,0.3576988,2.448110023,0.775813646,0.410516444,0.322159355,4.699999999,0.537560413,0.307634748,1.343859939,0.615354407,-0.444008113
Armenia,2012,2.320286795,-0.53419868,0.478494816,0.375235923,2.155720788,0.719106228,-0.417878943,0.255229461,7.200000001,0.614730036,0.939983041,1.243004629,0.596758695,-0.427927883
Armenia,2013,2.545690301,-0.563544708,0.492487826,0.40136506,1.956606487,0.680489014,0.10786504,0.297706748,3.3,0.494345424,-0.046480296,1.723075905,0.685274283,-0.40581978
Armenia,2014,2.524673657,-0.592890736,0.53913119,0.446326006,2.152952354,0.718569304,-0.349015793,0.260793233,3.600000001,0.503605778,0.029401499,1.666596931,0.674860684,-0.395130273
Armenia,2015,2.480013288,-0.622236765,0.548459863,0.490816157,2.315438142,0.750082604,-0.226939032,0.270656379,3.199999999,0.491258639,-0.071774228,1.642391657,0.670397714,-0.429913723
Armenia,2016,2.428522511,-0.647390503,0.553124199,0.517651486,2.178294174,0.723484223,-1.062380474,0.203157201,0.2,0.398655091,-0.83059218,1.573810046,0.657752629,-0.433859319
Armenia,2017,2.622926467,-0.672544242,0.557788536,0.546134598,2.196821387,0.727077482,-0.676300326,0.234350402,7.500000002,0.623990391,1.015864837,1.739212755,0.688249597,-0.399748579
Armenia,2018,2.619248554,-0.69769798,0.515809508,0.56473101,2.465572454,0.779200396,-0.42402624,0.254732792,5.2,0.552994337,0.434104406,1.598015321,0.6622156,-0.380035316
Armenia,2019,2.646044775,-0.718659429,0.469166143,0.608868065,2.32459527,0.751858583,-0.599204493,0.240579331,7.599999999,0.627077175,1.041158768,2.150702421,0.764120101,-0.349123596
Armenia,2020,2.281406003,-0.739620878,0.660403938,0.224463745,2.297123885,0.746530646,-0.636949417,0.237529744,-7.199999999,0.170233006,-2.702343128,2.497644688,0.828089349,-0.38656586
Australia,2000,-0.705734836,-0.949235365,0.403865433,1.05555228,-0.234289693,0.255575748,-0.108870618,0.280195672,3.921502931,0.513529882,0.110722231,0.623399179,0.482515783,0.8819578526043707
Australia,2001,-0.735055188,-0.953427655,0.366550742,1.102631804,-0.136542672,0.274533289,-0.117053692,0.279534524,2.025105535,0.454992173,-0.368951232,0.65727699,0.488762177,0.7302757455918737
Australia,2002,-0.762328847,-0.953427655,0.357222069,1.138228519,-0.21576248,0.259169007,-0.348972543,0.260796727,3.979585681,0.515322772,0.125413642,0.737223433,0.503502709,0.7794114072554917
Australia,2003,-0.802913183,-0.957619945,0.371215078,1.173825232,-0.30988924,0.240913597,-0.389477883,0.257524114,3.090761905,0.487886694,-0.099404837,0.739079962,0.503845016,1.037059148937804
Australia,2004,-0.799177062,-0.961812235,0.385208087,1.20339347,-0.423607996,0.218858417,-0.452818188,0.252406557,4.224284814,0.522876108,0.187307673,0.822270856,0.519183761,1.556759524891722
Australia,2005,-0.776882694,-0.961812235,0.338564723,1.244731589,-0.500911195,0.203865852,-0.396109663,0.256988301,3.154167532,0.489843889,-0.083367061,0.775154401,0.510496425,1.7793052849331756
Australia,2006,-0.771292091,-0.966004524,0.347893396,1.268271351,-0.554363269,0.193499091,-0.255637412,0.268337704,2.755346106,0.477533129,-0.184244681,0.777869846,0.510997099,1.912168927069357
Australia,2008,-0.808480637,-0.978581394,0.301250031,1.309896541,-0.669998634,0.171072196,-0.126300248,0.278787452,3.586266952,0.503181869,0.025927871,0.887409528,0.531194036,2.8160473096458767
Australia,2009,-0.807891272,-0.986965973,0.282592686,1.327407828,-0.388257222,0.225714522,-0.545897066,0.244886284,1.892555819,0.450900649,-0.402478267,1.006897817,0.553225298,2.3894172582706625
Australia,2010,-0.771299006,-0.995350553,0.282592686,1.345206185,-0.463004943,0.211217578,-0.359259916,0.259965563,2.219980265,0.461007537,-0.319659751,0.956679069,0.543965961,3.03559817
Australia,2015,-0.905143778,-1.024696581,0.301250031,1.428169494,-0.283908551,0.24595242,-0.588642896,0.241432651,2.190169287,0.460087336,-0.327200119,1.667508103,0.675028686,3.414630688
Australia,2016,-0.91855848,-1.028888871,0.310578704,1.4339109,-0.357165577,0.231744589,-0.626284506,0.238391411,2.759385972,0.477657831,-0.18322284,1.631453281,0.668380895,2.9094622393790748
Austria,2000,-0.872666832,-0.970196814,2.227620982,0.925222376,-0.575233004,0.189451512,-0.452556649,0.252427688,3.189522679,0.490935226,-0.074424355,1.271244115,0.601965494,1.1726135335785928
Austria,2001,-0.839040202,-0.974389104,2.180977618,0.978043307,-0.720043404,0.161366265,-0.402914968,0.256438469,1.316987609,0.433134096,-0.548062097,1.299483602,0.607172293,1.1494958589804545
Austria,2002,-0.831158961,-0.978581394,2.162320272,0.990100258,-0.540095186,0.196266314,-0.539513149,0.245402071,1.484368978,0.438300799,-0.505724768,1.347894151,0.616098235,1.3147228883146005
Austria,2003,-0.81644731,-0.982773683,2.125005581,0.984645923,-0.555641008,0.19325128,-0.613503441,0.239424053,1.141565015,0.427719178,-0.592433368,1.41244155,0.627999491,1.760681952271305
Austria,2004,-0.79490525,-0.986965973,2.129669917,1.049236733,-0.302222807,0.242400463,-0.498703631,0.24869926,2.565255093,0.471665429,-0.232326172,1.476988948,0.639900746,2.1225161803220423
Austria,2005,-0.801210243,-0.991158263,2.106348235,1.067035091,-0.363341314,0.230546836,-0.459995468,0.251826672,2.320365267,0.464106206,-0.294268437,1.444715249,0.633950118,2.2384575210772435
Austria,2006,-0.820650639,-0.995350553,2.092355226,1.131625902,-0.440431557,0.215595572,-0.599513287,0.240554382,3.269336106,0.493398895,-0.054236401,1.404373125,0.626511834,2.4367699244790786
Austria,2007,-0.820650639,-0.999542842,2.134334254,1.166935545,-0.527956667,0.198620519,-0.48123943,0.250110274,3.775224616,0.509014585,0.073722693,1.404373125,0.626511834,2.9170205126115643
Austria,2008,-0.850599356,-1.003735132,2.106348235,1.196503784,-0.679368718,0.169254915,-0.310842873,0.2638774,1.453305598,0.437341939,-0.513581918,1.485057373,0.641388403,3.333069344333689
Austria,2009,-0.860582262,-1.007927422,2.101683899,1.184733903,-0.429570777,0.217701966,-0.751663732,0.228261444,-3.586264779,0.28178124,-1.788287409,1.686767993,0.678579827,2.9626016207234773
Austria,2010,-0.831684377,-1.012119712,2.087690889,1.21401507,-0.533493535,0.197546671,-0.538996375,0.245443823,1.80898267,0.448320925,-0.423617202,1.682733781,0.677835998,2.904309789685368
Austria,2011,-0.824328551,-1.016312002,2.101683899,1.261381666,-0.585880827,0.18738642,-0.29935255,0.264805756,2.927467908,0.482846159,-0.14070831,1.606083745,0.663703257,3.2392028271532958
Austria,2012,-0.828006464,-1.024696581,2.097019562,1.255927331,-0.527956667,0.198620519,-0.429648377,0.254278554,0.628246179,0.411874129,-0.722271884,1.674665356,0.676348341,2.9933896351501046
Austria,2013,-0.801735659,-1.028888871,2.083026553,1.279467093,-0.430422603,0.217536759,-0.508635616,0.247896809,-0.250726546,0.384742132,-0.944598645,1.710973268,0.683042798,3.1526520033802523
Austria,2014,-0.805413572,-1.033081161,2.055040534,1.321092282,-0.365044966,0.230216422,-0.572789937,0.242713485,0.755799077,0.415811413,-0.690008741,1.743246967,0.688993425,3.224380201752396
Austria,2015,-0.805938988,-1.033081161,2.036383188,1.285782638,-0.337786538,0.235503056,-0.688174769,0.233391011,1.303523098,0.432718476,-0.551467801,1.743246967,0.688993425,2.6058908943697494
Austria,2016,-0.798057747,-1.03727345,1.980411151,1.338890639,-0.281991942,0.246324137,-0.688983576,0.233325664,2.117219671,0.457835539,-0.345651945,1.735178542,0.687505768,2.7345769317933524
Austria,2017,-0.802786491,-1.03727345,1.957089469,1.339177709,-0.389109048,0.225549314,-0.495439672,0.248962971,2.27225012,0.462620995,-0.30643865,1.74728118,0.689737254,2.850350790764553
Austria,2018,-0.84061645,-1.04146574,1.910446104,1.344919115,-0.522845712,0.199611763,-0.508924604,0.247873461,2.484220867,0.469164076,-0.252822913,1.735178542,0.687505768,3.1487236103948306
Austria,2019,-0.867412671,-1.04146574,1.873131413,1.368745947,-0.602278476,0.184206179,-0.584977755,0.241728775,1.754976456,0.44665387,-0.437277497,1.791657516,0.697919367,3.0614230507958147
Austria,2020,-0.934140516,-1.04565803,1.812495039,1.286069709,-0.465773377,0.210680654,-0.609215537,0.239770492,-6.318255287,0.197450569,-2.479315223,2.154736633,0.764863929,2.950161584431825
Azerbaijan,2000,1.795921529,1.394254608,2.07369788,-0.632619002,0.935267249,0.482405419,-0.540384307,0.245331686,11.09999914,0.735114621,1.926446161,-1.25013864,0.1370727,-0.687242431
Azerbaijan,2001,1.848988555,1.234947597,1.99440416,-0.559763438,0.749995119,0.446472823,-0.58232593,0.241943028,9.899999865,0.698073225,1.622919164,-1.322754463,0.123683787,-0.680354889
Azerbaijan,2002,1.991901733,1.084025166,1.933767787,-0.473961004,0.564722989,0.410540228,-0.383203285,0.258031067,9.438916269,0.683840566,1.506292994,-1.338891313,0.120708473,-0.669539255
Azerbaijan,2003,1.819565253,0.945679604,1.86380274,-0.413110718,0.379450858,0.374607633,-0.470614462,0.250968714,10.2082994,0.707589768,1.700900238,-1.338891313,0.120708473,-0.660192572
Azerbaijan,2004,1.654584599,0.811526332,1.845145394,-0.343668419,0.128162222,0.325871469,0.257416244,0.309789681,9.253801797,0.67812648,1.459470266,-1.3671308,0.115501674,-0.652023122
Azerbaijan,2008,1.161744299,0.388105066,1.649243264,-0.17123966,-0.325435063,0.237898563,2.557822417,0.495650134,10.75897806,0.724588034,1.840188522,-1.613217757,0.070128137,-0.435349513
Azerbaijan,2009,1.232675472,0.295874692,1.58860689,-0.107093807,-0.350989839,0.232942343,-0.596991677,0.240758114,9.296363744,0.679440276,1.470235855,-1.322754463,0.123683787,-0.418314442
Azerbaijan,2010,1.358249919,0.207836607,0.599767564,-0.086731913,-0.374415051,0.228399141,0.097649082,0.296881354,5.048944513,0.548331579,0.395896535,-1.371165012,0.114757845,-0.347232377
Azerbaijan,2011,1.455977314,0.123990812,0.417858443,-0.033178954,-0.41913591,0.219725756,0.444408056,0.324897615,0.100000138,0.39556831,-0.855886077,-1.391336074,0.111038703,-0.278028768
Azerbaijan,2012,1.500112266,0.044337307,0.431851452,0.0110758,-0.468115899,0.210226334,-0.660575072,0.235620918,2.165239475,0.459317807,-0.333505849,-1.165420179,0.152693097,-0.230643598
Azerbaijan,2013,1.67192333,-0.035316199,0.445844461,0.072396881,-0.514966322,0.201139931,-0.441029595,0.253359012,5.809800843,0.571817578,0.588347015,-1.137180693,0.157899897,-0.195353657
Azerbaijan,2014,1.740227423,-0.106585125,0.520473844,0.100056101,-0.527743711,0.198661821,-0.610593296,0.239659177,2.750506815,0.477383751,-0.185468728,-0.991949046,0.184677722,-0.160266488
Azerbaijan,2015,1.823243166,-0.173661761,0.422522779,0.139485203,-0.517095887,0.200726912,-0.17878485,0.274546978,1.093975916,0.426250205,-0.604470522,-0.689383115,0.240464857,-0.3081849
Azerbaijan,2016,1.870530615,-0.240738397,0.422522779,0.204572646,-0.508577628,0.202378986,1.190330327,0.385164124,-3.09999988,0.296791192,-1.665291897,-0.657109416,0.246415485,-0.441194328
Azerbaijan,2017,1.966156345,-0.299430453,0.357222069,0.233291156,-0.508577628,0.202378986,1.270460291,0.391638195,0.199999939,0.398655089,-0.830592196,-0.79830685,0.220381488,-0.422897673
Azerbaijan,2018,2.047070424,-0.34973793,0.338564723,0.293552948,-0.529873275,0.198248802,-0.464972189,0.251424579,1.5,0.438783295,-0.501771068,-0.891093736,0.203273433,-0.405360961
Azerbaijan,2019,1.939360124,-0.391660828,0.338564723,0.333805942,-0.508577628,0.202378986,-0.409329507,0.255920209,2.500000067,0.469651146,-0.248831733,-0.753930514,0.228563602,-0.382930658
"Bahamas, The",2000,-0.378407246,-0.584506157,0.026054181,0.208927502,-0.057109908,0.289938873,-0.572705733,0.242720288,4.148419308,0.520534303,0.168118304,-0.905265775,0.200660392,1.4031195261085017
"Bahamas, The",2001,-0.325619808,-0.580313867,0.026054181,0.21704872,-0.110349026,0.279613415,-0.501341814,0.248486109,2.626009827,0.473540797,-0.216958911,-0.857041388,0.209552009,1.4270607788344891
"Bahamas, The",2002,-0.295399423,-0.571929287,0.007396836,0.231407975,0.353896082,0.369651413,-0.480422317,0.250176292,2.704956247,0.475977703,-0.196990257,-0.90218003,0.201229342,1.5544034475892363
