Country Name,year,Out-of-pocket expenditure (% of current health expenditure),"Mortality rate, infant (per 1,000 live births)","Hospital beds (per 1,000 people)","Life expectancy at birth, total (years)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate) Normalized","Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %) Normalized",GDP growth (annual %),GDP growth (annual %) Normalized,GDP growth (annual %) Standardized,Current health expenditure (% of GDP),Current health expenditure (% of GDP) Normalized,Adjusted net national income per capita (current US$)
Canada,2009,-1.009021309,-0.953427655,-0.169847949,1.271170762,0.228251764,0.345283331,-0.785314042,0.22554268,-2.915086239,0.302499078,-1.618519967,1.861150113,0.710732419,2.343251059317204
Canada,2010,-0.986839734,-0.953427655,-0.179176622,1.30131314,0.168198039,0.333636213,-0.544960909,0.244961921,3.090806374,0.487888066,-0.099393589,1.866739889,0.711763062,2.872328353569182
Canada,2011,-1.010468516,-0.957619945,-0.174512286,1.320202365,0.052988587,0.311291921,-0.360269373,0.259884004,3.13719439,0.489319965,-0.087660236,1.747083088,0.68970073,3.238527712540746
Canada,2012,-1.019152812,-0.961812235,-0.179176622,1.341502979,0.000814252,0.301172972,-0.587453416,0.241528755,1.755661325,0.44667501,-0.437104267,1.799610998,0.699385831,3.2763092670202627
Canada,2013,-1.042222795,-0.961812235,-0.211826977,1.351062419,-0.052211909,0.290888815,-0.681386114,0.233939498,2.325813574,0.464274384,-0.292890346,1.760089739,0.692098897,3.279106270534325
Canada,2014,-1.034296075,-0.966004524,-0.230484323,1.355712957,-0.077766686,0.285932595,-0.523850058,0.246667564,2.873466772,0.48117926,-0.15436732,1.697923898,0.680636753,3.1446551230105437
Canada,2015,-1.034820151,-0.966004524,-0.258470342,1.359387457,-0.094377291,0.282711052,-0.650972046,0.236396791,0.649970994,0.412544728,-0.716776824,1.891987189,0.716418162,2.5642900772459427
Canada,2016,-0.987274818,-0.970196814,-0.267799015,1.372248205,-0.074572339,0.286552123,-0.601593873,0.240386282,1.038550935,0.424539355,-0.618489679,2.010281653,0.738229306,2.467105135687264
Canada,2017,-0.976031578,-0.970196814,-0.30044937,1.361425656,-0.2049017,0.261275401,-0.574242349,0.242596138,3.033834903,0.48612948,-0.113803914,1.959606232,0.728885767,2.707635140760829
Canada,2018,-0.989594048,-0.974389104,-0.28645636,1.362717472,-0.330333061,0.236948621,-0.465024449,0.251420357,2.742963431,0.477150903,-0.187376746,1.959248813,0.728819866,2.7933344785072016
Canada,2019,-0.996873427,-0.974389104,-0.30044937,1.40744302,-0.361637663,0.230877251,-0.516914245,0.247227941,1.908431925,0.45139071,-0.398462575,2.000983822,0.736514971,2.789375855760137
Canada,2020,-1.08514906,-0.974389104,-0.28645636,1.341129787,0.48316066,0.394721626,-0.717387278,0.231030797,-5.038233441,0.236962091,-2.155547371,2.818412218,0.887232498,2.526080399332479
Caribbean small states,2001,0.006892519,-0.118682528,0.054319009,-0.187560971,0.851950447,0.466246545,-0.414655348,0.25548991,1.213787321,0.429948525,-0.574165507,-0.686500412,0.24099637,-0.19198477
Caribbean small states,2005,-0.067931867,-0.199949217,0.08389581,-0.088357894,0.831276305,0.462236899,-0.268567829,0.267292996,3.295455696,0.494205151,-0.04762973,-0.540471699,0.267921158,-0.082636892
Caribbean small states,2006,-0.09312672,-0.212898746,-0.041794654,-0.039151593,0.608557001,0.419041614,-0.38816351,0.257630308,4.492297407,0.53114908,0.255098596,-0.487188226,0.27774557,0.0166856808421325
Caribbean small states,2007,-0.060472874,-0.232989504,-0.344689842,0.008101578,0.53057614,0.403917619,-0.206255448,0.272327501,3.275705232,0.493595496,-0.052625399,-0.484718607,0.278200919,0.074233626
Caribbean small states,2009,-0.129554847,-0.272712773,-0.206100684,0.07522168,0.89178309,0.473971885,-0.833014117,0.22168877,-2.65106883,0.310648728,-1.551739584,-0.321365909,0.308319905,0.083806677
Caribbean small states,2012,-0.02060818,-0.317036478,-0.179932915,0.126615912,1.003189795,0.495578654,-0.441833331,0.253294075,2.263326268,0.462345535,-0.308695843,-0.309642203,0.310481523,0.1192596246500496
Caribbean small states,2013,-0.024071551,-0.328871915,-0.209444632,0.137732928,1.084162308,0.511282865,-0.661667602,0.235532647,0.094997916,0.395413902,-0.857151336,-0.286785179,0.314695903,0.1332122277884296
Caribbean small states,2014,-0.020668436,-0.351353828,-0.195770165,0.15973242,1.017817057,0.498415538,-0.656796172,0.235926233,1.75556127,0.446671922,-0.437129574,-0.317137983,0.30909945,0.1629420306470354
Caribbean small states,2015,-0.052329438,-0.368151987,-0.204850795,0.188503623,0.876720355,0.471050544,-0.974200807,0.210281645,0.21376548,0.399080002,-0.827110349,-0.314641133,0.30955982,0.1964603394611329
Caribbean small states,2016,-0.084708092,-0.386924417,-0.197431323,0.22848377,0.864832627,0.468744979,-0.810961591,0.223470496,0.394020894,0.404644099,-0.781516668,-0.250845389,0.321322485,0.1302473953263299
Caribbean small states,2017,-0.16135474,-0.406266892,-0.254883339,0.255094414,0.741214204,0.444769809,-0.587042019,0.241561993,1.863155974,0.449993139,-0.409914644,-0.137900331,0.342147306,0.1606970791120673
Caribbean small states,2018,-0.135350646,-0.425325307,-0.253213322,0.285852627,0.780015599,0.452295144,-0.63148892,0.237970923,2.778988927,0.478262932,-0.178264482,-0.162181662,0.337670312,0.1870460807197726
Caribbean small states,2019,-0.187079862,-0.421933093,-0.084551799,0.246382879,0.690518146,0.434937564,-0.643330439,0.237014192,1.055087902,0.425049815,-0.61430683,-0.122455546,0.344995017,0.2250037319494922
Caribbean small states,2020,-0.357006788,-0.457946309,-0.095839088,0.240442489,1.180380146,0.529943829,-0.881993789,0.217731476,-9.602316206,0.096078672,-3.30998335,0.248732723,0.413434745,0.047201783
Central African Republic,2006,0.972921734,2.932824948,-0.920806117,-2.755905567,-0.458532857,0.212084917,0.255193013,0.309610056,4.77108543,0.539754667,0.325615048,-0.648615648,0.247981567,-0.694116294
Central African Republic,2011,1.269136925,2.559711159,-1.014092846,-2.391392347,-0.44873686,0.213984801,-0.639708581,0.237306818,4.194615337,0.521960275,0.179803096,-0.957408664,0.191046281,-0.678371569
Central Europe and the Baltics,2000,-0.55339664,-0.727726473,1.655154831,0.288812595,1.017494334,0.498352947,0.615783301,0.338743813,3.953835505,0.514527919,0.11890041,-0.139940416,0.341771155,-0.428030091
Central Europe and the Baltics,2002,-0.632553071,-0.763247389,1.659158149,0.350332678,1.398895109,0.572323704,-0.325290711,0.262710092,3.543634442,0.501865895,0.015144433,0.041551902,0.375234726,-0.353632233
Central Europe and the Baltics,2003,-0.649656475,-0.774122922,1.721274042,0.366791361,1.251200741,0.543679126,-0.451941884,0.252477358,4.012611993,0.516342223,0.133767295,0.137551521,0.392935145,-0.2828695
Central Europe and the Baltics,2004,-0.549328505,-0.789907864,1.698127138,0.407771986,1.16880163,0.527698234,-0.249506067,0.268833084,5.87886441,0.573949422,0.605815907,0.122040832,0.390075282,-0.19530037
Central Europe and the Baltics,2005,-0.604578021,-0.808431424,1.678713134,0.421255587,0.988731498,0.49277454,-0.294374504,0.265207955,4.909186278,0.544017543,0.360546182,0.124975421,0.390616362,-0.09828766
Central Europe and the Baltics,2006,-0.600946622,-0.830858646,1.658953441,0.450398706,0.581165045,0.413729082,-0.194623915,0.273267267,6.64238726,0.59751773,0.798940855,0.067079461,0.3799415,-0.019080506
Central Europe and the Baltics,2007,-0.592765847,-0.853343241,1.604076826,0.469000531,0.0887945,0.318236298,-0.047067144,0.285189061,6.332298445,0.587945955,0.720507202,0.031826464,0.373441548,0.1662079787877025
Central Europe and the Baltics,2008,-0.631486354,-0.870558368,1.636102706,0.507288421,-0.167837002,0.268463912,0.200432752,0.305185722,3.96321999,0.514817598,0.121274115,0.130662578,0.391664961,0.3752959763378667
Central Europe and the Baltics,2009,-0.632397842,-0.88589298,1.635178364,0.549002204,0.240287144,0.347617532,-0.38612553,0.257794966,-3.607880954,0.281113996,-1.793754989,0.319939169,0.426563797,0.2001383811662294
Central Europe and the Baltics,2010,-0.649145444,-0.90432419,1.589601615,0.591797709,0.540562559,0.405854434,-0.541007853,0.245281307,1.539308059,0.43999665,-0.491828514,0.341590785,0.430555924,0.2139340315829317
Central Europe and the Baltics,2011,-0.614704596,-0.916732708,1.561676034,0.661770724,0.515500836,0.40099384,-0.162094907,0.275895436,3.595921526,0.503479885,0.028369892,0.222071363,0.408518921,0.3074966951827845
Central Europe and the Baltics,2012,-0.591469363,-0.927533962,1.555956511,0.674123134,0.558089895,0.409253773,-0.291487732,0.265441191,0.845589815,0.41858306,-0.667297133,0.229320879,0.409855588,0.250191535940278
Central Europe and the Baltics,2013,-0.627944341,-0.939854457,1.548530116,0.716680294,0.57285026,0.412116471,-0.60004212,0.240511655,0.646684568,0.412443283,-0.717608091,0.252088169,0.414053423,0.2987432221488142
Central Europe and the Baltics,2014,-0.655424656,-0.949647445,1.560432245,0.754383609,0.317576956,0.362607501,-0.825277136,0.222313877,3.252140177,0.492868094,-0.058585927,0.221086033,0.408337246,0.3364959866447164
Central Europe and the Baltics,2015,-0.638606852,-0.958323194,1.562371141,0.742164796,0.091097386,0.318682931,-0.909600618,0.215500993,4.006392316,0.516150235,0.132194094,0.190292538,0.402659538,0.2157662685620565
Central Europe and the Baltics,2016,-0.641028231,-0.967606994,1.56362466,0.788961559,-0.193056813,0.263572657,-0.84298077,0.220883518,2.784150368,0.478422255,-0.17695895,0.253716595,0.414353672,0.2350088433400255
Central Europe and the Baltics,2017,-0.64364079,-0.97675297,1.569311095,0.784080266,-0.448059471,0.214116177,-0.496307371,0.248892865,5.121376975,0.550567414,0.414217552,0.224936476,0.409047191,0.3492678364670979
Central Europe and the Baltics,2018,-0.711061275,-0.985607056,1.556251026,0.789743452,-0.656437125,0.173702382,-0.421712776,0.254919707,5.040763788,0.548079058,0.393827308,0.203239371,0.405046677,0.4909740236118035
Central Europe and the Baltics,2019,-0.725326687,-0.99295706,1.507355964,0.823848879,-0.770289316,0.151621323,-0.400546168,0.256629856,4.005992822,0.516137904,0.132093046,0.248148954,0.41332711,0.5147894728279977
Central Europe and the Baltics,2020,-0.782489992,-0.996017747,1.501870359,0.684337323,-0.645087312,0.175903621,-0.561950306,0.243589269,-3.329068508,0.289720336,-1.723232359,0.491597815,0.458214234,0.5110705168884219
Chad,2005,1.145062931,2.710633591,-1.293953032,-2.583947603,-1.428975498,0.02387246,0.449619271,0.325318653,17.33253374,0.92749956,3.502899208,-0.487224028,0.277738969,-0.690458834
Chad,2015,1.171422727,2.010521202,-1.251974004,-2.198248597,-1.365940383,0.036097803,-0.12193569,0.279140084,2.767675685,0.477913717,-0.181126045,-0.615172778,0.254147766,-0.669082432
Chad,2017,1.337194648,1.87217564,-1.27063135,-2.113623151,-1.335700564,0.041962663,-1.084097771,0.201402561,-2.988695986,0.300226904,-1.637138766,-0.565369542,0.263330492,-0.680347362
Chile,2000,0.440608828,-0.773159196,-0.211826977,0.777295065,0.660766357,0.429167355,-0.208786236,0.272123027,4.971621489,0.545944784,0.376338502,0.383801063,0.438338659,-0.345059633
Chile,2001,0.43011149,-0.798312934,-0.258470342,0.76587828,0.639257754,0.42499587,-0.253390264,0.268519262,3.154034924,0.489839796,-0.083400603,0.422982605,0.445562955,-0.376154587
Chile,2002,0.423219693,-0.810889804,-0.295785033,0.844971881,0.591981417,0.415826863,-0.429042771,0.254327483,3.20279914,0.491345042,-0.071066216,0.467765271,0.453819988,-0.386265441
Chile,2003,0.437923062,-0.823466673,-0.309778043,0.83814535,0.506159959,0.399182224,-0.376856245,0.258543874,4.723245267,0.538277944,0.31351439,0.484765446,0.456954482,-0.370278985
Chile,2004,0.389599108,-0.831851252,-0.356421407,0.865098378,0.590703678,0.415579052,-0.662441843,0.235470093,6.674254167,0.598501393,0.807001249,0.347524638,0.431650008,-0.301445157
Chile,2005,0.422529411,-0.836043542,-0.403064771,0.912177903,0.415653459,0.381628944,-0.337421562,0.261729984,5.837045715,0.572658568,0.595238315,0.231918493,0.410334536,-0.210447227
Chile,2006,0.332111278,-0.840235832,-0.393736099,0.941014112,0.348359214,0.368577565,-0.282199228,0.266191652,6.049990829,0.579231726,0.649100506,0.009486181,0.369322445,-0.148535215
Chile,2007,0.250003989,-0.844428122,-0.412393444,0.889815129,0.2212242,0.34392037,-0.116945664,0.279543252,5.168230987,0.552013696,0.426068774,0.066062056,0.37975391,-0.074038275
Chile,2008,0.1576966,-0.844428122,-0.417057781,0.967260947,0.403940853,0.379357343,0.583982172,0.336174453,3.789392802,0.509451927,0.077306385,0.278644254,0.418949836,-0.011691066
Chile,2009,0.008400052,-0.844428122,-0.417057781,0.997509541,0.835816577,0.463117462,-0.776597589,0.226246922,-1.118037233,0.357970116,-1.163975618,0.484680998,0.456938911,-0.017108194
Chile,2010,0.002026367,-0.848620411,-0.524337519,0.969261827,0.189493686,0.337766397,-0.604530106,0.24014905,5.851651017,0.573109403,0.59893257,0.310933888,0.424903402,0.1554116024799285
Chile,2011,0.003688335,-0.857004991,-0.440379463,1.040940403,-0.023675742,0.296423261,-0.290463743,0.265523924,6.223896787,0.584599829,0.693088161,0.302821418,0.423407624,0.2528304222691937
Chile,2012,-0.05366701,-0.861197281,-0.463701145,1.030700606,-0.175939619,0.26689245,-0.344763227,0.261136817,6.155340021,0.582483629,0.675747459,0.391589397,0.439774673,0.3709809513654722
Chile,2013,-0.041547388,-0.86538957,-0.463701145,1.067893431,-0.279862378,0.246737155,-0.5428974,0.245128641,3.308508245,0.494608055,-0.044328227,0.575554808,0.473694233,0.4288409902776565
Chile,2014,-0.008424071,-0.86958186,-0.487022827,1.083665072,-0.192763181,0.263629605,-0.066370495,0.283629454,1.792649474,0.447816755,-0.427748509,0.72319686,0.500916489,0.3528778172901569
Chile,2015,0.004213463,-0.87796644,-0.477694155,1.115796847,-0.228965781,0.256608293,-0.126548347,0.278767407,2.151942499,0.458907358,-0.336869177,0.928898309,0.538843741,0.3155534504273737
Chile,2016,0.016906115,-0.882158729,-0.487022827,1.154990552,-0.152301451,0.271476954,-0.218072257,0.271372767,1.753038746,0.446594057,-0.43776762,1.012114788,0.554187204,0.3016547805001794
Chile,2017,-0.059054978,-0.886351019,-0.491687164,1.18688693,-0.027934872,0.295597225,-0.478935278,0.250296437,1.357695378,0.434390657,-0.537765502,1.227076751,0.593821911,0.3645790922291536
Chile,2018,-0.062121763,-0.894735599,-0.515008846,1.161346287,0.050007197,0.310713696,-0.437910519,0.253611017,3.990029475,0.515645149,0.128055288,1.281632971,0.603880992,0.3966951647864407
Chile,2019,-0.085591955,-0.903120178,-0.529001855,1.184062158,0.022322856,0.305344457,-0.417956271,0.255223213,0.634367534,0.412063082,-0.720723553,1.336849006,0.61406173,0.3425409992600973
Chile,2020,-0.268399553,-0.915697047,-0.533666192,1.072365986,0.755106074,0.447464067,-0.338574252,0.261636853,-6.143474792,0.202845667,-2.435106364,1.483955315,0.641185206,0.1807678243428048
Chile,2021,-0.218721391,-0.924081627,-0.561652211,1.0214024,0.403089027,0.379192136,-0.097948978,0.281078082,11.33395707,0.7423364,1.98562332,1.329046246,0.612623057,0.3105380129479358
China,2000,1.350123808,0.090452494,-0.682924958,0.190095692,-0.879121889,0.130513795,-0.777449079,0.226178126,8.490093406,0.654552445,1.266298387,-0.621494893,0.252982094,-0.648589344
China,2001,1.563763104,0.002414409,-0.692253631,0.275427331,-0.764125394,0.152816785,-0.717041411,0.231058741,8.335733478,0.649787686,1.227254692,-0.724359467,0.234015914,-0.64126071
China,2002,1.493325069,-0.085623676,-0.673596285,0.320035181,-0.670424547,0.170989592,-0.953114563,0.2119853,9.13363079,0.67441706,1.429074293,-0.672095486,0.243652352,-0.633058681
China,2003,1.38125084,-0.177854051,-0.659603276,0.365466922,-0.598019346,0.185032215,-0.650587761,0.236427839,10.03803048,0.702333933,1.657832533,-0.658066408,0.246239035,-0.622001101
China,2004,1.278842563,-0.265892135,-0.631617257,0.409839374,-0.617185429,0.18131505,-0.211817976,0.271878079,10.11362138,0.704667261,1.676952444,-0.708152422,0.237004171,-0.606906782
China,2005,1.222166877,-0.34973793,-0.608295575,0.452564043,-0.610796734,0.182554105,-0.545035332,0.244955908,11.39459181,0.744208064,2.00096023,-0.755523951,0.228269803,-0.58996075
China,2006,1.132908635,-0.421006856,-0.570980883,0.498819676,-0.629962817,0.17883694,-0.565693708,0.243286822,12.72095567,0.785150063,2.336449799,-0.847757407,0.21126379,-0.564661288
China,2007,0.885964432,-0.488083492,-0.538330528,0.529185969,-0.646999335,0.175532794,-0.050412231,0.284918796,14.23086093,0.831757591,2.718364205,-0.957692886,0.190993876,-0.521233448
China,2008,0.679845884,-0.542583259,-0.468365482,0.542132839,-0.595889781,0.185445234,0.129922597,0.29948888,9.650678919,0.690377223,1.559856094,-0.866887654,0.207736553,-0.471515106
China,2009,0.474301368,-0.592890736,-0.393736099,0.597568979,-0.56820544,0.190814472,-0.952495437,0.212035322,9.398725633,0.682599967,1.496127202,-0.685516492,0.241177785,-0.440034685
China,2010,0.334740122,-0.639005924,-0.309778043,0.627699875,-0.60866717,0.182967124,-0.317452087,0.263343411,10.63587106,0.720787986,1.809049921,-0.733483782,0.232333572,-0.398628114
China,2011,0.306658029,-0.680928821,-0.207162641,0.663480314,-0.60440804,0.18379316,0.069508736,0.294607765,9.550832179,0.687295169,1.534600928,-0.68827618,0.240668954,-0.338637684
China,2012,0.252490127,-0.722851719,-0.057903875,0.69749527,-0.598019346,0.185032215,-0.40787306,0.256037882,7.863736449,0.635218152,1.107868085,-0.598271287,0.257264065,-0.279374322
China,2013,0.196004048,-0.756390037,0.072697546,0.728096961,-0.593760217,0.185858252,-0.407624852,0.256057936,7.766150098,0.632205872,1.08318466,-0.538137793,0.268351484,-0.235732786
China,2014,0.112216752,-0.789928355,0.189305957,0.759287146,-0.587371523,0.187097307,-0.521408836,0.246864802,7.425763656,0.621698874,0.997087546,-0.512722558,0.273037548,-0.187992058
China,2015,0.034689296,-0.819274383,0.301250031,0.789888837,-0.583112393,0.187923344,-0.600249392,0.240494909,7.041328879,0.6098322,0.899848876,-0.448024405,0.284966599,-0.163889487
China,2016,0.07761045,-0.844428122,0.413194106,0.818254251,-0.602278476,0.184206179,-0.508660726,0.24789478,6.848762205,0.60388808,0.851141193,-0.431372608,0.288036859,-0.157776559
China,2017,0.08518832,-0.86958186,0.543795527,0.821785215,-0.621444558,0.180489014,-0.574852117,0.242546872,6.947200793,0.606926668,0.876040182,-0.39653085,0.294460986,-0.103823595
China,2018,0.069438705,-0.894735599,0.665068274,0.880163826,-0.655517594,0.17388072,-0.496493668,0.248877813,6.749773832,0.600832522,0.826103142,-0.355388713,0.302046777,-0.041276805
China,2019,0.042083773,-0.911504758,0.772348012,0.90652836,-0.602278476,0.184206179,-0.362368173,0.259714432,5.950500754,0.576160681,0.623935555,-0.281815551,0.315612204,-0.028426251
China,2020,0.019017248,-0.932466206,0.851641732,0.91935753,-0.508577628,0.202378986,-0.440426934,0.253407704,2.238638356,0.461583472,-0.314940386,-0.183655293,0.333711002,-0.02467773
Colombia,2003,-1.356890955,-0.34973793,-0.96744947,0.246591122,1.242137525,0.541921361,0.325884,0.315321508,3.918271903,0.513430148,0.109904977,-0.110451668,0.347208293,-0.548886581
Colombia,2004,-1.086059314,-0.370699379,-0.920806117,0.285902525,1.347763935,0.562407071,0.126468559,0.299209812,5.333022068,0.557100442,0.467750918,-0.100823351,0.348983563,-0.512447755
Colombia,2006,-0.866703044,-0.416814567,-1.014092846,0.376883707,0.78854024,0.453948455,-0.135553002,0.278039879,6.716868698,0.599816812,0.817780139,0.115630408,0.388893328,-0.440329921
Colombia,2007,-0.797608895,-0.437776015,-1.014092846,0.420314568,0.812604322,0.458615563,0.067960931,0.294482711,6.738194691,0.600475099,0.823174322,0.1783847,0.40046397,-0.364570964
Colombia,2010,-0.915564151,-0.504852651,-0.776211687,0.561082347,0.801743542,0.456509169,-0.464410048,0.251469997,4.494658971,0.531221977,0.255695928,0.412481909,0.443626836,-0.24669115
Colombia,2011,-1.004243852,-0.5258141,-0.78554036,0.594861906,0.617536194,0.420783083,-0.278454828,0.26649418,6.947891982,0.606948004,0.876215011,0.295274508,0.422016124,-0.192831912
Colombia,2012,-0.870643905,-0.542583259,-0.77154735,0.627464477,0.547473515,0.407194779,-0.318431923,0.263264245,3.912635767,0.513256172,0.108479376,0.281254857,0.41943118,-0.134053091
Colombia,2013,-0.907717404,-0.563544708,-0.743561332,0.654535204,0.39563555,0.377746572,-0.505896622,0.248118105,5.13399352,0.550956859,0.417408772,0.390672577,0.439605629,-0.11409726
Colombia,2014,-0.953738013,-0.584506157,-0.72023965,0.679958147,0.300444007,0.359284652,-0.362432643,0.259709223,4.499030001,0.531356901,0.256801533,0.458564971,0.452123636,-0.110411991
Colombia,2015,-0.99976233,-0.601275316,-0.710910977,0.705145693,0.252102888,0.349909136,-0.022257217,0.287193569,2.955901375,0.483723839,-0.133516368,0.594862221,0.477254136,-0.233773085
Colombia,2016,-0.988667659,-0.618044475,-0.682924958,0.730333239,0.326637653,0.364364778,0.388302017,0.320364548,2.087382502,0.456914529,-0.353198939,0.598002795,0.477833195,-0.251434836
Colombia,2017,-1.001761021,-0.634813634,-0.673596285,0.750930531,0.361562515,0.371138279,-0.132154553,0.278314455,1.359360868,0.434442067,-0.537344234,0.657496479,0.488802646,-0.216508854
Colombia,2018,-1.013964472,-0.651582793,-0.673596285,0.76293581,0.419912588,0.382454981,-0.306837705,0.264200996,2.564324283,0.471636696,-0.23256161,0.636022827,0.484843332,-0.199408232
Colombia,2019,-1.034617916,-0.668351952,-0.668931949,0.763406605,0.615832542,0.420452668,-0.260887032,0.267913563,3.186855392,0.490852893,-0.075099016,0.698204059,0.496308313,-0.221627884
Colombia,2020,-1.046774818,-0.685121111,-0.692253631,0.530009861,1.830323299,0.655997026,-0.422984857,0.25481693,-7.185914138,0.170667807,-2.69878026,1.075310947,0.565839318,-0.294662032
Comoros,2006,2.369759623,1.381677738,-0.454372472,-1.222996242,-0.620805689,0.180612919,-0.285071244,0.265959609,2.646955476,0.474187344,-0.211660933,-0.11219181,0.346887445,-0.623214224
Comoros,2010,2.418583652,1.125948063,-0.473029818,-1.076108125,-0.668720895,0.171320007,-0.28826085,0.265701906,3.77776675,0.509093056,0.074365699,-0.426426869,0.288948755,-0.604534134
"Congo, Dem. Rep.",2005,1.835517375,2.828017704,-0.967449481,-1.923068775,-0.945564308,0.117627623,2.633915486,0.501798045,6.135151155,0.581860442,0.670640901,-0.832362723,0.214102263,-0.710355228
"Congo, Dem. Rep.",2006,1.790772907,2.72740275,-1.107379574,-1.851625596,-0.897436145,0.126961837,1.289458206,0.393173124,5.320979565,0.556728716,0.464704895,-0.801491211,0.219794356,-0.707350069
"Congo, Rep.",2005,0.922081577,1.213986148,-0.734232659,-1.428851464,2.642326326,0.813480919,-0.330602755,0.262280907,7.755758978,0.63188512,1.080556338,-1.747258091,0.045413767,-0.692489224
Costa Rica,2000,-0.149963664,-0.69769798,-0.734232659,0.861567414,-0.49154111,0.205683132,0.949258046,0.36568678,3.86871809,0.511900528,0.097370869,0.208224167,0.405965774,-0.405443606
Costa Rica,2001,-0.146916622,-0.722851719,-0.748225668,0.856741763,-0.284760376,0.245787213,0.997098489,0.369552031,3.491169894,0.500246427,0.001874086,0.171557622,0.399205193,-0.390961333
Costa Rica,2002,-0.196423616,-0.735428588,-0.766883014,0.908293842,-0.211290394,0.260036346,0.657394536,0.342105777,3.41687639,0.497953146,-0.016917662,0.330904583,0.428585601,-0.384678127
Costa Rica,2003,-0.192515024,-0.743813167,-0.780876023,0.918769036,-0.156347624,0.270692219,0.702956459,0.345786936,4.317179866,0.525743578,0.210804484,0.371288986,0.436031681,-0.37588916
Costa Rica,2004,-0.124484058,-0.748005457,-0.799533369,0.949253029,-0.200855527,0.262060135,1.169415435,0.383474314,4.424599597,0.529059394,0.237975158,0.234476002,0.41080609,-0.353346502
Costa Rica,2005,-0.086969111,-0.752197747,-0.864834079,0.969732622,-0.136116759,0.274615893,1.410756911,0.402973407,3.976666368,0.515232659,0.124675233,0.248287705,0.413352693,-0.330547353
Costa Rica,2006,-0.176125034,-0.756390037,-0.878827089,0.970791911,-0.311379935,0.240624484,1.032072914,0.372377776,7.326695433,0.618640851,0.972029297,0.357619444,0.43351129,-0.27866081
Costa Rica,2007,-0.18476729,-0.760582326,-0.888155762,0.964671573,-0.602917345,0.184082273,0.688259996,0.344599541,8.215131983,0.646064977,1.196749832,0.382275602,0.438057394,-0.200475233
Costa Rica,2008,-0.258405595,-0.764774616,-0.906813107,0.962670693,-0.522632755,0.199653065,1.349939765,0.398059709,4.738174878,0.538738789,0.317290675,0.572739528,0.473175151,-0.126876579
Costa Rica,2009,-0.421741587,-0.768966906,-0.911477444,0.989388323,0.092811448,0.319015364,0.441865004,0.32469215,-0.873455943,0.365519815,-1.102111394,0.730736847,0.502306712,-0.145998489
Costa Rica,2010,-0.47522562,-0.777351485,-0.91614178,0.989152926,-0.046249128,0.292045267,0.08721844,0.296038614,5.360343526,0.557943797,0.474661588,0.798990311,0.514891292,-0.023258889
Costa Rica,2011,-0.454265918,-0.789928355,-0.920806117,1.06895272,0.453559711,0.388980671,-0.040450861,0.285723621,4.40315924,0.528397577,0.232552049,0.836347066,0.521779134,0.0605925439579367
Costa Rica,2012,-0.521544369,-0.802505224,-0.93013479,1.061302297,0.36667347,0.372129523,-0.102685621,0.280695387,4.88259241,0.543196648,0.353819547,0.700977213,0.496819628,0.1371033371223132
Costa Rica,2013,-0.588644436,-0.819274383,-0.939463462,1.075426155,0.176716297,0.335288287,0.017032273,0.290367949,2.494766112,0.469489585,-0.250155606,0.658969044,0.489074158,0.1912069642091232
Costa Rica,2014,-0.526243959,-0.831851252,-0.944127799,1.001393602,0.236557066,0.346894102,-0.098822179,0.281007532,3.542109878,0.501818835,0.014758811,0.651492922,0.48769571,0.1968920313881736
Costa Rica,2015,-0.621558304,-0.840235832,-0.944127799,1.038115632,0.218668722,0.343424748,-0.703561832,0.232147819,3.652080968,0.505213406,0.042574823,0.622527567,0.482355075,0.2638090531899409
Costa Rica,2016,-0.642379408,-0.844428122,-0.948792135,1.082017288,0.148393087,0.329795143,-0.836876677,0.221376696,4.204323252,0.522259937,0.18225861,0.511700184,0.461920711,0.2959752540033893
Costa Rica,2017,-0.692165903,-0.848620411,-0.953456472,1.072365986,0.072580583,0.31509169,-0.569520745,0.242977618,4.157698963,0.520820746,0.170465494,0.401964092,0.44168756,0.3007240388293288
Costa Rica,2018,-0.631163227,-0.857004991,-0.962785145,1.084959759,0.345377823,0.367999339,-0.472688761,0.250801122,2.615904404,0.473228864,-0.21951497,0.499046332,0.459587593,0.3207337215774488
Costa Rica,2019,-0.63598979,-0.861197281,-0.972113818,1.078250926,0.728060602,0.442218735,-0.493035621,0.249157205,2.417511818,0.467104911,-0.269696255,0.472974166,0.454780404,0.3454984157964439
Costa Rica,2020,-0.743059173,-0.86958186,-0.944127799,1.060596105,1.925940755,0.67454155,-0.716100131,0.231134792,-4.273354322,0.260572264,-1.962079369,0.716724313,0.49972308,0.2978921571805353
Costa Rica,2021,-0.719132702,-0.87377415,-0.93013479,0.795302983,1.650588037,0.621138279,-0.553159308,0.244299534,7.935762247,0.637441434,1.126086242,0.613189148,0.480633256,0.3157000112792634
Cote d'Ivoire,2006,1.736129584,2.241097138,-1.293953032,-2.108091307,-0.293704548,0.244052536,-0.432655488,0.254035595,2.815578593,0.479392377,-0.169009516,-0.518628584,0.271948594,-0.65308109
Croatia,2000,-1.080731607,-0.861197281,1.285425021,0.299179526,1.847572774,0.659342475,-0.083836425,0.2822183,2.945252995,0.483395147,-0.136209762,0.645941192,0.486672081,-0.356234209
